,title,most_similar_1,most_similar_2,most_similar_3,most_similar_4,most_similar_5,most_similar_6,most_similar_7,most_similar_8,most_similar_9,most_similar_10
47,How Much Will the Sequester Cost Small Business Contractors?,"Fortune 500 Thrives, But Small Businesses Not So Optimistic (1.00)",The Secret to Achieving Resolutions:  Setting Small Goals (1.00),Is It Time to Change Your Business Structure? (1.00),Satanic Latte Art? How Should a Business Respond? (1.00),Peer-to-Peer Lending Club Fine-Tunes Small Business Loan Program (1.00),Getting Your Business Energy Efficient Before the Holidays (1.00),Reward your Small Business with the Capital One Spark (1.00),Remote Work No Longer a Perk But a Business Imperative (1.00),16 Tips for Saving on Small Business Expenses Infographic (1.00),Your New Year Small Business Checklist (1.00)
48,5 Tips for Buying a Franchise,"India orders four maritime spy planes from Boeing, bolsters navy (0.99)",Cardamom futures remain up on rising demand (0.99),"Up close & personal: How Sunny Leone handles stocks, land, gold, other assets (0.99)",The 10 most luxurious first-class plane cabins in the world (0.99),Earnings This Week (0.99),Here comes the Beige Book ... (0.99),Study: 16 Percent of Yelp Reviews May Be Fakes (0.99),Microsoft Temporarily Cuts the Price on the Surface 2 (0.99),Who Has the Better Job: Software Developer or Architect? (0.99),Volvo is quietly becoming a tech superpower (0.99)
49,The Small Business Guide to Getting Ready for Vacation,Best Small Business Books (1.00),Going Mobile: Does Your Small Business Need an App? (1.00),The Commitment Engine Inspires Small Business Growth (1.00),Small Business News: Small Biz Startup Tips (1.00),10 Tips For Organizing Your Small Business This Year (1.00),25 Top YouTube Channels for Small Business Owners and Entrepreneurs (1.00),WordStream Improves Its Free AdWords Benchmark Tool For Small Business Advertisers (1.00),"Yelp Will Allow Businesses to Sell Food, Other Services (1.00)",Small Business Guide to Cloud Computing (1.00),When to Give Business Gifts and Who to Give Them to (1.00)
50,Days Are Numbered for the LG Google Nexus 5,CorpNet Adds Free Meeting Minutes and Corporate Document Templates (1.01),Adobe Acquires Fotolia for $800 Million (1.00),Do You Trust Your Employees to Work Remotely? (1.00),Cicret Could Turn Your Skin Into a Smartphone Display (1.00),"Citysearch: Product Manager, LA (1.00)","Community Connect: Product Strategist, NYC (1.00)",How Do Consumers Buy Online? (1.00),MSFT-YHOO: Links To Coverage Across Our Sites (1.00),How to Secure and Protect Mobile Devices (1.00),The Rebel Entrepreneur Rewrites The Rulebook (1.00)
51,Receive Custom Social Content for Your Small Business With Emphatic,What Is HTML5? Do I Need It For My Business Website? (1.00),Outsell Yourself: Go From Hello to Sold With Ethical Business and Sales Techniques (1.00),How a Small Business Can Use Big Data (1.00),12 Blogs Every Small Business Should Be Reading (1.00),A 30 Point Checklist for Your Startup (1.00),LinkedIn Introduces Showcase Pages for Business (1.00),Be.Lead.Do Provides Online Resource for Business Managers (1.00),How 5 Small Businesses Are Using Facebook to Reach Customers (1.00),Facebook Wants Your Businesses On Messenger (0.99),5 Benefits of Having a Website for Your Small Business (0.99)
52,Here come retail sales ...,STOCKS RALLY: Here's what you need to know (1.00),How millions from the Bangladesh Bank heist disappeared (1.00),The 10 most important things in the world right now (1.00),Here come personal income and spending ... (1.00),Here comes the Baker Hughes rig count ... (1.00),Here comes the Beige Book ... (1.00),Daily Sprout (1.00),Putin and Erdogan move towards repairing Russia-Turkey ties (1.00),Wall Street opens little changed (1.00),"What to buy, sell and hold (1.00)"
53,BotBeat: This weeks top botstories,How I increased my productivity 1.5x by experimenting with my work schedule (1.01),Our Top Story This Week: A New SBA Administrator is Approved (1.01),Print Photos From Your Phone with the Prynt Smartphone Case (1.01),"Yahoo Unveils News Digest, Digital Magazines But Without Clear Niche (1.01)",Adobe Acquires Fotolia for $800 Million (1.00),"Busted: Hotels.com Caught Buying Links, Apology is Weak (1.00)","RGB, CMYK and PMS Colors Explained (1.00)",How Do Consumers Buy Online? (1.00),WitKit Platform Lets Your Team Collaborate in Security (1.00),QuickBooks Replacement Intacct Raises Money to Penetrate SMB Market (1.00)
54,Amazon Introduces New Kindle Fire Tablets,"India orders four maritime spy planes from Boeing, bolsters navy (1.00)",How an English teacher conquered China : Wisdom of Jack Ma condensed into 33 quotes (1.00),Thanks to TheAppleBlog Sponsors! (1.00),The 5 best new songs you can stream right now (1.00),The 10 most luxurious first-class plane cabins in the world (1.00),Indie Books Now Have a Better Shot With Brick-and-Mortar Bookstores (1.00),Study: 16 Percent of Yelp Reviews May Be Fakes (1.00),Kid Inventors Come Up With Creative Environmental Solutions (1.00),Ebay Adds Same Day Delivery In Dallas (1.00),Liquid Soap and Green Tech are Game Changers for This Entrepreneur (1.00)
55,With great stardom comes great stress  learn how to de-stress from your favourite celebrities and leaders,Do You Trust Your Employees to Work Remotely? (1.00),"Nexus 6 Could Compete with iPhone 6 Plus, Other Phablets (1.00)",Here's A Brand New Thing You Didn't Know About 'Friends' (1.00),Entrepreneur Gary Vaynerchuk: From Personal Brand to VC Investor (1.00),Weighing the Pros and Cons of Free City WiFi (1.00),Join Me For: Choosing the RIGHT Online Software (1.00),Franchising And Politics (1.00),Game Plan: (1.00),"[Techie Tuesdays] A tribute to Humblefool, the best coder that ever lived in India (1.00)",Entrepreneurs Take Us to the Edge of Outer Space (1.00)
56,10 Tips for Using a Blog to Increase Email List Signups,When and How to Use Autoresponders (1.00),What Not to Do When Using Internet on the Go (1.00),20 Ways to Kick Start Your Motivation Beginning Today (1.00),LotusJump Review: Do-It-Yourself Online Marketing Service (1.00),How to Use Evernote to Help You Keep Your Blog Active (1.00),How to Use Criminal Background Checks and Not Get Sued (1.00),4 Reasons Your Brand Should Avoid Facebook (1.00),When To Respond To Negative Reviews (and not) (1.00),Book Review: The Constant Contact Guide to Email Marketing (1.00),Review of Hootsuite: Manage Social Media From A Single Dashboard (1.00)
57,"RGB, CMYK and PMS Colors Explained",How I increased my productivity 1.5x by experimenting with my work schedule (1.01),"Yahoo Unveils News Digest, Digital Magazines But Without Clear Niche (1.01)","5 entrepreneurship lessons to learn from Colonel Sanders, the culprit responsible for your finger-licking mania (1.00)","Busted: Hotels.com Caught Buying Links, Apology is Weak (1.00)",BotBeat: This weeks top botstories (1.00),"Will We Soon See a Color Kindle E-Reader, Instead of Black and White? (1.00)",WitKit Platform Lets Your Team Collaborate in Security (1.00),60 Percent of Online Traffic Now Comes From Mobile (1.00),What New Opportunities Does Android Wear Offer for Entrepreneurs? (1.00),ReTargeter Creator Aims to Replace CRM with New Immediately App (1.00)
58,Not Sure How to Use LinkedIn for B2B? Let Us Help You,"Exceed Your Indiegogo Goals by 1,000 Percent with These Lessons (1.01)",11 Ways to Use Twitter To Develop Sales Leads (1.00),Social Customers Means a Social Inbox: Review of Nimble CRM (1.00),20 Reasons People Unfollow You On Twitter (1.00),How to Balance Engagement and Customer Service on Twitter (1.00),LotusJump Review: Do-It-Yourself Online Marketing Service (1.00),Navigating Social Media Legal Risks: Keeping Your Marketing Legally Safe (1.00),Chris Goward: Affiliate Programs and Conversion Optimization #AMDays (1.00),Omnichannel done right: 4 ways to keep the communication in marketingcommunications (1.00),4 Practical SMB Uses For FourSquare (1.00)
59,Small Business Loan Approval Drops to 18.8 Percent at Big Banks,President Obama Angers Small Booksellers With Amazon Speech (1.00),Your End of Year Legal Checklist (1.00),"BlackBerry Plans Personal, Business Accounts On One Device (1.00)",Small Business Loans Hit Record High for Third Consecutive Month (1.00),Answers to Your Frequently Asked Questions About Incorporation (1.00),9 Things Small Retailers Must Know to Survive and Thrive (1.00),"SBA Nominee Talks Marketing to Banks, Businesses at Confirmation Hearing (1.00)","Small Business Loans Up at Big Banks, Down at Small Ones (0.99)",Euro zone business growth picks up slightly but still muted (0.99),Gross Fixed Capital Formation Weak at Non-Corporate Businesses (0.99)
60,Cardamom futures remain up on rising demand,FCC Decision on Net Neutrality Coming Soon (1.00),Here come personal income and spending ... (1.00),Earnings This Week (1.00),Here comes the Baker Hughes rig count ... (1.00),Here comes the Beige Book ... (1.00),Putin and Erdogan move towards repairing Russia-Turkey ties (1.00),Wall Street opens little changed (1.00),Microsoft Temporarily Cuts the Price on the Surface 2 (1.00),"The curious story of Dadi Balsara, the Parsi billionaire who stayed
at Taj Mansingh Hotel for 36 years (1.00)",Rupee down against dollar (1.00)
61,Are You Operating Your Business in Multiple States? What You Need to Know,Loan Approvals Rising at Small Banks and Alternative Lenders (1.00),Small Banks Continue to Grab Share In Small Biz Loan Market (1.00),Answers to Your Frequently Asked Questions About Incorporation (1.00),Nokia Introduces 6 Inch Phone with Business Functionality (1.00),A Quick Guide to What You Should Be Doing NOW for the Affordable Care Act (1.00),Are You Guilty of Committing the Top Incorporation Mistakes? (1.00),IRS Business Data in Pictures (1.00),Euro zone business growth picks up slightly but still muted (0.99),Estimated Tax Payments:  Your Questions Answered (0.99),10 Questions to Ask Before Applying for a Bank Loan (0.99)
62,Getting Comfortable With Self-Promotion,Looking for Blog Topics? @TheSalesLion Has a Few [BlogWorld Coverage] (1.00),SMB Owners Get Mobile Coupons For The Holidays (1.00),Google Releases Real-Time Reputation Problem (1.00),The ultimate master list of revenue models used by Web and Mobile companies (1.00),How to Promote Offline Events On The Web (1.00),The 2012 Local Search Ranking Factors Report Is In (1.00),Why I Linked Out on LinkedIn (1.00),Present Shock: Taking A Moment to Review the Future (1.00),Bing Gives Twitter Results Including Hashtags and Handles (1.00),The Evolution of Affiliate Marketing (0.99)
63,Ten Approaches That May Shape the Future of eCommerce,Headlining the News This Week: Wix Acquires OpenRest (1.02),How to Get Your Products Discovered with Videos (1.01),"Google Announces Web Designer, Enhancements to DoubleClick (1.01)",Why You Need Honest Feedback and 3 Ways to Get It (1.01),The New Picture HTML Code Could Make Your Website Load Faster (1.01),"Google Updates Listings, Crowdfunding Campaigns Extended (1.01)",HubSpot Adds Sales Platform and Free CRM to Its Marketing System (1.01),Google Improves AdWords Express Program (1.01),How to Handle a Public Relations Crisis (1.01),Time is Money: Are You and Your Employees Effectively Managing It? (1.01)
64,When and How to Use Autoresponders,10 Tips for Using a Blog to Increase Email List Signups (1.00),What Not to Do When Using Internet on the Go (1.00),20 Ways to Kick Start Your Motivation Beginning Today (1.00),How to Use Evernote to Help You Keep Your Blog Active (1.00),How to Use Criminal Background Checks and Not Get Sued (1.00),4 Reasons Your Brand Should Avoid Facebook (1.00),When To Respond To Negative Reviews (and not) (1.00),Book Review: The Constant Contact Guide to Email Marketing (1.00),Review of Hootsuite: Manage Social Media From A Single Dashboard (1.00),12 Ways You Can Use LinkedIn for Branding to Stand Out (1.00)
65,The 5 best new songs you can stream right now,Study: 16 Percent of Yelp Reviews May Be Fakes (1.01),Retail Trends:  The Eyes Have It (1.01),"India orders four maritime spy planes from Boeing, bolsters navy (1.00)",HP Reinventing Traditional Computers With Mini Desktop PC (1.00),How an English teacher conquered China : Wisdom of Jack Ma condensed into 33 quotes (1.00),Thanks to TheAppleBlog Sponsors! (1.00),Amazon Introduces New Kindle Fire Tablets (1.00),"Up close & personal: How Sunny Leone handles stocks, land, gold, other assets (1.00)",The 10 most luxurious first-class plane cabins in the world (1.00),Indie Books Now Have a Better Shot With Brick-and-Mortar Bookstores (1.00)
66,Email Erases 9 to 5 at Many Small to Mid-Sized Businesses,Small Business Product Launches and Shut Downs (1.00),10 Apps to Assist with Your Small Business Taxes (1.00),Improving Your Community Can Improve Your Business (1.00),How the Cloud is Reshaping Small Business Productivity (1.00),Catch Up With Our Latest Small Business News Recap (1.00),Small Business Disaster Survival Guide: Get Your Insurance Claims Covered (1.00),Small Business News: Week in Review for July 7 (1.00),Small Business Leads To Better Economy (1.00),Oakland Program Helps Underprivileged Youth Start Businesses (1.00),How to Turn Your Hobby Into a Business (1.00)
67,Looking for Blog Topics? @TheSalesLion Has a Few [BlogWorld Coverage],Is Your Online Marketing Strategy Up to Date? (1.01),Why I Linked Out on LinkedIn (1.01),"Infusionsoft Bucks Acquisition Trend, Builds Its Own Social Features (1.01)",Meet 15 Movers and Shakers at ICON15 (1.01),25 Free WordPress Plugins for Integrating Google Features (1.00),Getting Comfortable With Self-Promotion (1.00),Monster Loyalty: Savvy Engagement Tips From Lady Gaga (1.00),4 Ways to Make or Save Money with a Smartphone (1.00),SMB Owners Get Mobile Coupons For The Holidays (1.00),The Evolution of Affiliate Marketing (1.00)
68,Do You Trust Your Employees to Work Remotely?,ZenPayroll Could Change the Way You Pay (1.01),"Nexus 6 Could Compete with iPhone 6 Plus, Other Phablets (1.01)","Citysearch: Product Manager, LA (1.01)",Here's A Brand New Thing You Didn't Know About 'Friends' (1.01),When I had no food and only Rs 50 in my pocket  a moving story of an entrepreneur (1.01),Entrepreneur Gary Vaynerchuk: From Personal Brand to VC Investor (1.01),Weighing the Pros and Cons of Free City WiFi (1.01),Join Me For: Choosing the RIGHT Online Software (1.01),MSFT-YHOO: Links To Coverage Across Our Sites (1.01),How to Secure and Protect Mobile Devices (1.01)
