Article,Recommendation
Artsy Central Shows Trend Toward Etsy Alternatives,"[(0.97, 'Targeted Cyber Attacks Against Small Biz: Chat Recap'), (0.96, 'The Island Approach: Which Are the Best Credit Cards for Small Business?'), (0.94, 'Where Is the Best State to Incorporate Your Business?'), (0.94, 'Business By Miles: Automate Your Business All in a Single System'), (0.93, 'Twitter Accidentally Sends Out Thousands of Reset Notices')]"
"Meet Byju, whos changing the way India learns","[(0.92, 'Amazon Innovates With New Tablets and e-Readers'), (0.9, 'This couple bought 300 acres of land and created Indias first private wildlife sanctuary'), (0.88, 'The 10 most important things in the world right now'), (0.88, 'Modi wants Tesla to set up its factories in India'), (0.88, 'Facebook Messenger hits 1 billion users')]"
New Google and New Foursquare Offerings Call Attention to Local Business Marketing,"[(0.98, 'Success Secrets of a 6-Year Old Ecommerce Business'), (0.97, 'Vine: Now You Can Send Video Messages Directly to Friends and Colleagues'), (0.97, 'Monitoring Your Social Media Channels From One Place is a Good Idea'), (0.97, 'Mike Blumenthal Talks Local Search Marketing, Pigeon Update'), (0.97, 'Lumiary Lights the Way for Marketing Your Online Business')]"
"Culture, Career Development and Networking Blend in Black Faces In White Places","[(1.01, '25 of the Best Cities for Freelancers to Work and Play'), (0.91, 'How to Get Your Company Back in Good Standing This Summer'), (0.91, 'How millions from the Bangladesh Bank heist disappeared'), (0.89, 'This Hyderabad-based startup aims to aggregate cabs, food and mobile recharge apps'), (0.88, 'The Christmas Conspiracy')]"
How Much Will the Sequester Cost Small Business Contractors?,"[(1.0, 'The Small Business Guide to Getting Ready for Vacation'), (1.0, 'Payvment Lets SMBs Attract Fans With Coupons'), (0.97, 'Do You Qualify for a Break Under These Small Biz Tax Definitions?'), (0.96, 'Survey: 11 Percent of UK Workers Want Flexible Hours'), (0.96, 'Are You Ready to Start a Small Business?')]"
5 Tips for Buying a Franchise,"[(0.95, 'Sell Local Think Global is Loaded With Creative Marketing Ideas for Small Business'), (0.93, 'When and How to Use Autoresponders'), (0.93, 'Our Top Story This Week: A New SBA Administrator is Approved'), (0.93, 'Direct Marketing and Other Small Business Wonders'), (0.91, 'Internet Sales Tax Bill May Stall in House of Representatives')]"
The Small Business Guide to Getting Ready for Vacation,"[(1.0, 'How Much Will the Sequester Cost Small Business Contractors?'), (0.99, 'How Health Care Reform Changes Impact the Small Business Owner'), (0.97, 'Survey: 11 Percent of UK Workers Want Flexible Hours'), (0.97, 'Do You Qualify for a Break Under These Small Biz Tax Definitions?'), (0.97, '5 Ways to Avoid BYOD Nightmares')]"
How Does Social Media Aid Lead Generation?,"[(0.97, 'Google Acquires Flutter And Its Gesture Technology'), (0.9, 'Finding Money for That Franchise When Money is Tight'), (0.89, 'North Korea Missile Launches, Nuclear Detonations: Timeline'), (0.88, 'Working at TaxiForSure is fun for sure [Fabulous Workplaces]'), (0.87, 'Google Glass: Not Yet On Sale, But Already Banned in Some Businesses')]"
Juice Your Apple Devices with this Fun Juice Box Charger,"[(0.88, 'Mompreneur Launches $3 Million Business Selling Superhero Capes'), (0.88, 'Curved Smartphones Trend:  G Flex Ready for the U.S.'), (0.85, 'Cardamom futures remain up on rising demand'), (0.85, '13 Best Practices for Building Solid Small Business Operations'), (0.83, 'Small Business Employment Share Shrinking for a Good Reason')]"
Days Are Numbered for the LG Google Nexus 5,"[(0.95, 'The Evolution of Affiliate Marketing'), (0.95, 'Read Impact Equation to Help You Harness Your Social Media Message'), (0.95, '5 Essential Social Sharing Buttons for Your Site'), (0.93, 'Twitter Ads API Gives You More Advertising Options'), (0.93, 'Samsung SMART Signage TV:  Digital Signs and TV for Small Businesses')]"
Receive Custom Social Content for Your Small Business With Emphatic,"[(1.01, 'Google Updates Listings, Crowdfunding Campaigns Extended'), (1.0, 'Is Brand Awareness the Number-One Social Media Goal?'), (0.97, 'How to Motivate Temporary Employees to do Their Best'), (0.95, 'SMBs Make Hopeful 2011 New Year Resolutions'), (0.95, 'Get Ready: Here Comes Twitter Business Center')]"
Here come retail sales ...,"[(0.96, 'LinkedIn Increases Social Sharing Options'), (0.9, 'Demonetisation: RBI relaxes loan repayment norms for banks, NBFCs'), (0.89, 'Sony Introduces a 13 Inch Tablet That Slides Up Into A Laptop'), (0.89, ""Michael Phelps has the perfect body for swimming, but that's not the only reason he's so good""), (0.89, 'Crude palm oil futures remain up on rising demand')]"
BotBeat: This weeks top botstories,"[(0.95, 'Microsoft Ponders Free Windows Phone Licensing'), (0.95, 'Enterprise Cloud Services Retooled as Google for Work'), (0.93, 'Look at Your Phone For Messages? Nope, Look at Your Pebble Smartwatch'), (0.92, 'Med-tech providing sustainable solutions for healthcare'), (0.91, 'Mix360 Headset Promises Hi-Fi Experience From Your Smartphone')]"
Amazon Introduces New Kindle Fire Tablets,"[(1.0, 'Is Google Wallet Geared Toward Small Biz?'), (0.98, 'The Micro Business Home Equity Loan Crunch'), (0.97, 'How To Get Everything You Promised Done'), (0.94, 'Windows 8.1 For Free? A Version May Be In The Works'), (0.94, 'Time is Money: Are You and Your Employees Effectively Managing It?')]"
With great stardom comes great stress  learn how to de-stress from your favourite celebrities and leaders,"[(1.0, ""STOCKS RALLY: Here's what you need to know""), (0.97, 'You thought Vijay Mallya is the largest defaulter who owes banks money? Wait till you read this'), (0.97, 'US Fed keeps interest rates unchanged'), (0.97, 'European shares steady as firmer banks offset weaker auto stocks'), (0.96, 'Tata Chemicals Q1 profit up 32.34 pc at Rs 279.65 crore')]"
10 Tips for Using a Blog to Increase Email List Signups,"[(1.01, 'Manta Business Directory Upgrades to Help You Get Discovered'), (1.01, 'Learn How to Improve Online Marketing: Performance Marketing With Google Analytics'), (1.01, 'Clate Mask of Infusionsoft: $54M Ways Your Small Business Can Benefit'), (1.01, '5 Ways to Run Effective Facebook Ads at Different Stages'), (1.01, '2 Important Things to Know About Viral Videos')]"
The Daily Sprout,"[(0.92, 'IRS Adopts Taxpayer Bill of Rights'), (0.89, 'This Hyderabad-based startup aims to aggregate cabs, food and mobile recharge apps'), (0.89, 'First Smartphone Anti-Theft Law Could Also Make Reselling Phones Hard'), (0.88, 'European shares lifted by solid earnings but RBS slumps'), (0.87, '8 Daily Steps to Compete Like a Champion')]"
"RGB, CMYK and PMS Colors Explained","[(1.0, 'SMB Marketing Is About Telling Your Story'), (0.98, 'Woman Makes Business Out of Giant Cookies After Losing Job of 30 Years'), (0.98, 'How To Set Up and Structure Multiple Businesses'), (0.97, 'Who Should You Follow on Twitter?'), (0.96, 'Small Business News: Stories This Week Not to Miss')]"
Not Sure How to Use LinkedIn for B2B? Let Us Help You,"[(0.93, 'Find Your Soul and You May Just Find Your Niche'), (0.86, 'What is Periscope and How Do I Use It?'), (0.86, 'Google Databoard Lets You View Research, Create Infographics'), (0.8, 'Twitter is Playing Favorites With People You Follow'), (0.73, ""STOCKS GO NOWHERE: Here's what you need to know"")]"
How to Turn Around a Bad Review Online Successfully,"[(0.97, 'How to Use Evernote to Help You Keep Your Blog Active'), (0.92, 'Quantify Lets You Shop For Your Next Business Consultant Online'), (0.87, 'Picking Winning Keywords For Your SMB Site'), (0.84, 'This curry stained Indian should be beaten and hanged: Shiva Ayyadurai on inventing email and the backlash that followed'), (0.8, 'Customer Relations Blunder? Google Causes Stir Over Easter Doodle')]"
Small Business Loan Approval Drops to 18.8 Percent at Big Banks,"[(1.02, 'BlackBerry Plans Personal, Business Accounts On One Device'), (1.0, 'Shocker: People Do Not Read What They Share on Social Media'), (0.96, 'Spotlight: This Service Brings Product Photography into Focus'), (0.96, 'Federal Gas Tax Could Increase by 15 Cents, More Costs Possible'), (0.96, 'Court Reverses $338,000 Award for User Generated Content')]"
Cardamom futures remain up on rising demand,"[(1.0, '13 Best Practices for Building Solid Small Business Operations'), (0.96, 'This One Quality Can Make or Break Your Social Media Campaigns'), (0.96, 'This Coffee Shop is Selling More Than Just Coffee'), (0.96, 'Mompreneur Launches $3 Million Business Selling Superhero Capes'), (0.94, '8 Reasons Your Facebook Page Stinks')]"
Are You Operating Your Business in Multiple States? What You Need to Know,"[(1.0, 'Are You Ready to Start a Small Business?'), (0.97, 'Small Businesses Spend More on Travel, Per Concur Survey'), (0.96, 'WordStream Improves Its Free AdWords Benchmark Tool For Small Business Advertisers'), (0.96, 'Newly Sworn SBA Chief Must Deal With Lending Defaults'), (0.96, 'Improving Your Community Can Improve Your Business')]"
Getting Comfortable With Self-Promotion,"[(1.02, 'Advantages of Using eCommerce Software in Your Retail Business'), (1.01, 'The Sweet Sound of Online Sales: Review of KaChing'), (1.01, 'LinkedIn Rolls Out New Features For Marketers'), (1.01, '10 Ways to Save Money for Your Business'), (1.0, 'The Evolution of Affiliate Marketing')]"
Ten Approaches That May Shape the Future of eCommerce,"[(1.0, '4 Ways to Market Your SMB With Flickr'), (0.98, 'Lessons Learned From Your 2013 Tax Return'), (0.98, '20 More Resources To Sell Your Handmade Crafts'), (0.97, 'Using the Law of Attraction to Create the Company You Want'), (0.97, 'How to Create DIY Professional Quality Writing for Your Small Business')]"
When and How to Use Autoresponders,"[(0.97, 'The Referral Engine: Teaching Your Business to Market Itself'), (0.97, 'Retail Trends:  The Eyes Have It'), (0.97, 'Introduction To Franchising'), (0.94, 'Types of Franchises And How To Find Them'), (0.94, 'Sell Local Think Global is Loaded With Creative Marketing Ideas for Small Business')]"
The 5 best new songs you can stream right now,"[(0.88, 'No More Tipping at This Pittsburgh Restaurant'), (0.83, 'Local and Ecommerce Merchants Pick Up On Facekini Trend'), (0.83, 'Best Business Gifts Under $25 for 2015'), (0.82, 'Pinteresting Image Optimization Tips When Using Pinterest for Business'), (0.82, 'BlackBerry Jumps Into Mid-Range Market with Leap Phone')]"
Building Trust: 5 Tips to Establish Your Credibility for Business,"[(0.96, 'Who Has the Better Job: Software Developer or Architect?'), (0.96, 'The Secret to Achieving Resolutions:  Setting Small Goals'), (0.96, 'On the Long Road to Economic Recovery? You Decide'), (0.92, 'Why Employees Are Always A Bad Idea: A Review'), (0.92, 'New Microsoft Surface 2 Tablets Have Arrived')]"
Email Erases 9 to 5 at Many Small to Mid-Sized Businesses,"[(1.0, 'Will You Jump at the Chance? BlackBerry Leap Pre-orders Begin'), (1.0, 'Apps to Make Your Blogging Life Easier'), (0.97, 'Entrepreneur Gary Vaynerchuk: From Personal Brand to VC Investor'), (0.97, 'BSE: Top gainers and losers'), (0.95, 'LG Launching G4 Flagship Phone and One for Doodling')]"
"Etsy Balances Needs of Sellers, Stockholders as IPO Gets Under Way","[(0.93, 'Reliance Jio is yet to be launched, but is already breaking rules'), (0.86, 'The Day After: Yang Still Open To Deal; Angry Instiutionals; Shareholder Lawsuits Start'), (0.86, '25 of the Best Cities for Freelancers to Work and Play'), (0.85, 'Venture Capital Trends: A Shrinking, Evolving Industry'), (0.82, 'Sony Unveils Xperia Z3 Flagship Phone')]"
Audiam Wants to Find Money for Musicians on YouTube,"[(0.96, 'Small Business News: Stories This Week Not to Miss'), (0.96, 'Expand Your Pinterest Strategy Beyond Images Using Dashboards'), (0.96, 'A Look at Franchises Specializing In Security'), (0.96, '5 Essential Social Sharing Buttons for Your Site'), (0.93, 'What Makes an Entrepreneur?')]"
Looking for Blog Topics? @TheSalesLion Has a Few [BlogWorld Coverage],"[(0.97, 'Mary Lou Song of Fuel451: Using Ad Tech to Turn Videos into Digital Marketing Campaigns'), (0.96, 'How Often Should You Update Your Small Business Blog?'), (0.95, 'Types of Franchises And How To Find Them'), (0.95, 'Omnichannel done right: 4 ways to keep the communication in marketingcommunications'), (0.95, 'New Verizon SpeedMatch Program Will Boost Upload Speeds on FIOS')]"
Do You Trust Your Employees to Work Remotely?,"[(0.97, 'Yahoo Buys 30 Percent Stake In Indian Phone Directory Service Ezee'), (0.86, 'How Low Will Online Storage Costs Finally Go?'), (0.84, 'Meet Byju, whos changing the way India learns'), (0.84, 'Amazon Innovates With New Tablets and e-Readers'), (0.82, ""STOCKS RISE: Here's what you need to know"")]"
Book Review: You Are What You Choose,"[(1.0, 'Yelp Reviews Out of Google Places. What Else Ya Got?'), (1.0, 'Pinterest Contemplates Sponsored Pins'), (1.0, 'Batchbook and HootSuite Integration: View Social Media Activity and Customer Contacts Together'), (1.0, '10 Social Media Books Every Small Business Owner Should Read'), (1.0, '10 Reasons to Boost Your Twitter Presence')]"
"Up close & personal: How Sunny Leone handles stocks, land, gold, other assets","[(0.87, 'When is the Best Time to Trademark Your Company Name?'), (0.87, 'Reed Business Information: Online Sales Manager, LA'), (0.85, '16 Tips for Saving on Small Business Expenses Infographic'), (0.83, 'IRS Adopts Taxpayer Bill of Rights'), (0.76, 'How to Create a Facebook Page for Your New Business')]"
Catch Up With Our Latest Small Business News Recap,"[(0.96, 'How to Handle a BBB Complaint Against Your Company'), (0.96, 'Google Updates Listings, Crowdfunding Campaigns Extended'), (0.91, 'Wix, the Freemium Website Building Platform, Is Growing Like Gangbusters'), (0.91, 'New Microsoft Office Apps, Smartphone Memory Chip Make Headlines'), (0.87, 'Why Employees Are Always A Bad Idea: A Review')]"
What Not to Do When Using Internet on the Go,"[(0.92, 'Seven important triggers that changed your market while you were sleeping'), (0.9, 'Give Quantitative, Monetary Values to Employee Benefits or Risk Attrition'), (0.9, 'Estimated Tax Payments:  Your Questions Answered'), (0.87, 'This New Online Tool Creates a Picture of Your Cash Flow'), (0.87, 'Small Business Leads To Better Economy')]"
The 10 most luxurious first-class plane cabins in the world,"[(0.83, 'The yen is surging'), (0.83, 'The 20 best smartphones in the world'), (0.82, '15 Ways to Avoid Bad Online Reviews'), (0.77, 'DipJar Offers a New Way for Cashless Customers to Tip'), (0.73, 'Rs 1 Cr sales in four months  how a software engineer is giving Mandyas debt-ridden farmers a new lease of life')]"
The 10 most important things in the world right now,"[(0.9, 'This couple bought 300 acres of land and created Indias first private wildlife sanctuary'), (0.88, 'VC Firm IvyCap is going into IITs, IIMs and ISB to fund startups.\nYes, Christmas just came early this year'), (0.88, 'Modi wants Tesla to set up its factories in India'), (0.88, 'Meet Byju, whos changing the way India learns'), (0.88, 'Facebook Messenger hits 1 billion users')]"
The Commitment Engine Inspires Small Business Growth,"[(0.96, '3 Ways to Look at Marketing'), (0.95, 'Small Business Book Awards: Nominate Through March 3, 2013'), (0.95, 'Intuit Will Acquire Check App, Deal is Worth $360 Million'), (0.95, 'Bieber Invests in Social Media for Teens'), (0.95, '25 Top YouTube Channels for Small Business Owners and Entrepreneurs')]"
Your Uncharged Phone Might Not be Allowed on Some Flights,"[(0.96, 'Wix Introduces Beautiful ShoutOut Newsletters'), (0.95, 'Yahoo Will Free Up Inactive IDs, Possibly Including Yours'), (0.94, 'Pinteresting Image Optimization Tips When Using Pinterest for Business'), (0.94, 'Nokia Introduces 6 Inch Phone with Business Functionality'), (0.94, '9 appearance mistakes that could be holding you back at work')]"
