,title,most_similar_1,most_similar_2,most_similar_3,most_similar_4,most_similar_5,most_similar_6,most_similar_7,most_similar_8,most_similar_9,most_similar_10
42,You thought Vijay Mallya is the largest defaulter who owes banks money? Wait till you read this,b'How millions from the Bangladesh Bank heist disappeared' (0.82),b'Loan Approvals Rising at Small Banks and Alternative Lenders' (0.76),b'10 Questions to Ask Before Applying for a Bank Loan' (0.76),b'Daily Sprout' (0.75),"b'Demonetisation: RBI relaxes loan repayment norms for banks, NBFCs' (0.74)",b'Bank of England brings down stimulus sledgehammer to beat Brexit blues' (0.72),"b'SBA Fund Adds Manufacturing, Lifts $200 Million Limit' (0.70)","b'S-Corp Audit Rates Inch Down, But Most Targeted Are Compliant' (0.70)",b'Small Banks Continue to Grab Share In Small Biz Loan Market' (0.64),"b'Upstart: Backers Invest in You, And Your Future Earnings Repay Them' (0.63)"
43,eBay Plans a New Mobile Ad Network,b'New iPhone May Offer a Mobile Payment Platform' (0.75),b'Chrome Cracks Down on Extensions for Adding Unwanted Adware' (0.71),b'MYQROsites Offers New App for Mobile Marketing With QR Codes' (0.70),b'Yahoo Opens Its Ad Network to Other Publishers' (0.68),b'Twitter Officially Launches Mobile Ads Manager' (0.66),b'Infusionsoft Announces Mobile Payments and More at ICON15' (0.64),b'New Verizon SpeedMatch Program Will Boost Upload Speeds on FIOS' (0.61),b'Speed Up Your Mobile Browsing with Dolphin' (0.61),b'Mobile Coupons Slowly Gain Steam With Users' (0.60),b'5 Points to Remember About Mobile SEO' (0.59)
44,"Busted: Hotels.com Caught Buying Links, Apology is Weak",b'Photographer Driven Bananas Over Wikipedia Monkey Selfies' (0.57),b'Looking for Blog Topics? @TheSalesLion Has a Few [BlogWorld Coverage]' (0.56),b'Types of Franchises And How To Find Them' (0.54),b'5 Tips for Buying a Franchise' (0.53),b'Franchising And Politics' (0.53),b'Famous Bloggers Founder Loses Domain Names' (0.53),b'Stay At Home Mom Launched $24 Million Franchise in her Living Room' (0.53),"b'Fraudulent DMCA Takedown Requests: Finally, a Lid on Them?' (0.53)",b'The 5 Types of Influencers On The Web' (0.52),b'A Look at Franchises Specializing In Security' (0.52)
45,"Meet Byju, whos changing the way India learns",b'22 Ways to Renew Your Spirit and Get Your Mojo Back' (0.81),b'ZenPayroll Could Change the Way You Pay' (0.79),b'Omnichannel done right: 4 ways to keep the communication in marketingcommunications' (0.74),b'4 ways to tell whether it is love or lust' (0.71),b'20 Ways to Kick Start Your Motivation Beginning Today' (0.70),b'5 Ways to Avoid BYOD Nightmares' (0.66),b'Why You Need Honest Feedback and 3 Ways to Get It' (0.65),b'Briggo Will Change Your Morning Coffee' (0.64),b'3 Ways to Perform SEO on a Shoestring Budget' (0.63),b'6 Ways You Can Emulate Top Brands' (0.62)
46,New Google and New Foursquare Offerings Call Attention to Local Business Marketing,b'What Google+ Local Pages Means to Your Business' (0.73),b'Local Marketing and the Google Pigeon Update' (0.73),"b'Google Adds New Features to Place Pages, Is It Enough?' (0.67)","b'Google Announces Web Designer, Enhancements to DoubleClick' (0.65)",b'Google Gets Heavy-Handed In Local Search' (0.64),b'Google Improves AdWords Express Program' (0.64),b'Google Increases Transparency Around Click Fraud' (0.62),b'Google Knocks $100 Off Nexus 4' (0.62),b'Days Are Numbered for the LG Google Nexus 5' (0.60),"b'Mike Blumenthal Talks Local Search Marketing, Pigeon Update' (0.60)"
47,How Much Will the Sequester Cost Small Business Contractors?,b'Small Business Optimism: Status Quo or Cautious Optimism?' (0.96),b'How the IRS Scandal Might Benefit Small Business' (0.95),b'Why Small Businesses Have Trouble Getting Credit' (0.94),b'An Update on the Greater Opportunities for Small Business Act' (0.93),b'Reward your Small Business with the Capital One Spark' (0.91),"b'Fortune 500 Thrives, But Small Businesses Not So Optimistic' (0.89)",b'Email Erases 9 to 5 at Many Small to Mid-Sized Businesses' (0.89),b'Small Business Job Growth Dips in January' (0.89),b'Peer-to-Peer Lending Club Fine-Tunes Small Business Loan Program' (0.88),b'The Island Approach: Which Are the Best Credit Cards for Small Business?' (0.88)
48,5 Tips for Buying a Franchise,b'Introduction To Franchising' (0.91),b'A Look at Franchises Specializing In Security' (0.89),b'Franchising And Politics' (0.88),b'Types of Franchises And How To Find Them' (0.88),b'10 Food Franchise Technology Tools And Solutions' (0.82),b'Franchising In The Downturn And Recovery' (0.80),b'No More Tipping at This Pittsburgh Restaurant' (0.67),b'Stay At Home Mom Launched $24 Million Franchise in her Living Room' (0.59),"b'Busted: Hotels.com Caught Buying Links, Apology is Weak' (0.53)",b'Monster Loyalty: Savvy Engagement Tips From Lady Gaga' (0.50)
49,The Small Business Guide to Getting Ready for Vacation,b'Small Business Disaster Survival Guide: Get Your Insurance Claims Covered' (0.86),b'Small Business Guide to Cloud Computing' (0.79),b'13 Best Practices for Building Solid Small Business Operations' (0.71),b'Samsung SMART Signage TV:  Digital Signs and TV for Small Businesses' (0.70),b'Lawton Ursrey of SageOne: Improve Small Business Efficiency' (0.68),b'What is Branding? And Should Small Businesses Care?' (0.66),b'Why Small Businesses Love Cloud Services' (0.65),b'The Island Approach: Which Are the Best Credit Cards for Small Business?' (0.64),b'28 Webinar Services for Small Business Owners' (0.62),b'Email Erases 9 to 5 at Many Small to Mid-Sized Businesses' (0.61)
50,Days Are Numbered for the LG Google Nexus 5,b'Google Knocks $100 Off Nexus 4' (0.96),"b'Google Updates Listings, Crowdfunding Campaigns Extended' (0.84)",b'Google Improves AdWords Express Program' (0.81),"b'Google Announces Web Designer, Enhancements to DoubleClick' (0.80)",b'YouTube Adds Google Plus Type Comments' (0.80),b'Google Increases Transparency Around Click Fraud' (0.78),b'Google+ Lifts Real Names Only Policy' (0.76),b'Google Gets Heavy-Handed In Local Search' (0.75),b'Google Acquires Flutter And Its Gesture Technology' (0.75),b'Google Releases Real-Time Reputation Problem' (0.74)
51,Receive Custom Social Content for Your Small Business With Emphatic,b'5 Small Business Social Media Mistakes' (0.70),b'85 Percent of Small Businesses Get Customers Through Word of Mouth' (0.69),"b'Yes, Some Small Businesses Have Social Media Budgets over $100,000' (0.67)",b'28 Webinar Services for Small Business Owners' (0.64),b'How 5 Small Businesses Are Using Facebook to Reach Customers' (0.62),b'5 Benefits of Having a Website for Your Small Business' (0.60),b'Reward your Small Business with the Capital One Spark' (0.60),b'How Much Will the Sequester Cost Small Business Contractors?' (0.57),"b'Small Businesses Spend More on Travel, Per Concur Survey' (0.57)",b'Are You Blogging for Your Small Business?' (0.57)
52,Here come retail sales ...,b'Here comes consumer confidence ...' (0.96),b'Here come personal income and spending ...' (0.93),b'Here comes industrial production ...' (0.90),b'Here comes the Baker Hughes rig count ...' (0.89),b'Here come ADP private payrolls ...' (0.89),b'FCC Decision on Net Neutrality Coming Soon' (0.87),b'Here comes the Beige Book ...' (0.86),b'Here come initial jobless claims ...' (0.86),b'Here comes the jobs report ...' (0.82),b'Kid Inventors Come Up With Creative Environmental Solutions' (0.71)
53,BotBeat: This weeks top botstories,b'Earnings This Week' (0.95),b'Headlining the News This Week: Wix Acquires OpenRest' (0.94),b'Q2 Earnings This Week' (0.92),b'Earnings Announcements This Week' (0.92),b'Ten interesting things we read this week' (0.85),b'Celebrating National Business Etiquette Week' (0.85),b'Top Jobs Of The Week In Digital Media' (0.78),b'Our Top Story This Week: A New SBA Administrator is Approved' (0.74),b'Top Small Business News This Week: May 17' (0.69),b'Small Business News: Week in Review for July 7' (0.68)
54,Amazon Introduces New Kindle Fire Tablets,b'Amazon Innovates With New Tablets and e-Readers' (0.98),b'New Amazon Kindles Will Be More Like Tablets' (0.98),b'New Asus Android Tablet Will Retail for Under $150' (0.96),b'Amazon Offers Comparable Tablet Cheaper Than iPad Air' (0.94),b'HP Announces 8 New Business Tablets' (0.85),b'New LG Smartphone Added to the G3 Line Has a Stylus Pen' (0.85),b'Sony Introduces a 13 Inch Tablet That Slides Up Into A Laptop' (0.83),"b'Will We Soon See a Color Kindle E-Reader, Instead of Black and White?' (0.78)",b'Lenovo A7000 Phablet Offers Super Sound and Little Interference' (0.76),b'New Verizon SpeedMatch Program Will Boost Upload Speeds on FIOS' (0.76)
55,With great stardom comes great stress  learn how to de-stress from your favourite celebrities and leaders,b'Kid Inventors Come Up With Creative Environmental Solutions' (0.86),b'FCC Decision on Net Neutrality Coming Soon' (0.76),b'Here comes the Baker Hughes rig count ...' (0.73),b'Here come initial jobless claims ...' (0.69),b'Here come ADP private payrolls ...' (0.66),b'Here comes consumer confidence ...' (0.66),"b'5 entrepreneurship lessons to learn from Colonel Sanders, the culprit responsible for your finger-licking mania' (0.63)",b'Here come personal income and spending ...' (0.63),b'Here come retail sales ...' (0.62),b'Here comes the jobs report ...' (0.62)
56,10 Tips for Using a Blog to Increase Email List Signups,b'Pinteresting Image Optimization Tips When Using Pinterest for Business' (0.88),b'Expand Your Pinterest Strategy Beyond Images Using Dashboards' (0.83),b'11 Tips for Using Images on Twitter' (0.81),b'When and How to Use Autoresponders' (0.77),b'How to Use Evernote to Help You Keep Your Blog Active' (0.76),b'What is Periscope and How Do I Use It?' (0.74),b'4 Practical SMB Uses For FourSquare' (0.71),b'How to Use Criminal Background Checks and Not Get Sued' (0.68),b'What Not to Do When Using Internet on the Go' (0.67),b'10 Assets for Using Tech to Keep Your Team on Track' (0.67)
57,"RGB, CMYK and PMS Colors Explained",b'BlackBerry Jumps Into Mid-Range Market with Leap Phone' (0.64),"b'Will We Soon See a Color Kindle E-Reader, Instead of Black and White?' (0.58)",b'The Psychology of Color in Marketing' (0.57),b'LG Plans Curved Phone for U.S. Market' (0.56),b'Coca-Cola: Marketing Done Right' (0.53),b'Game Plan:' (0.52),b'IDG Entertainment: Director of Marketing' (0.50),b'45+ Tools for Content Curation and Content Marketing' (0.49),b'3 Steps to Performing Content Marketing on a Shoestring Budget' (0.49),b'ONvocal Unveils Mix360 Noise Cancelling Headphones' (0.49)
58,Not Sure How to Use LinkedIn for B2B? Let Us Help You,b'How to Use The Linkedin Mentions Feature to Engage and Connect' (0.84),b'12 Ways You Can Use LinkedIn for Branding to Stand Out' (0.76),b'13 Creative Ways to Use LinkedIn for Lead Generation' (0.75),b'Expand Your Pinterest Strategy Beyond Images Using Dashboards' (0.71),b'What is Periscope and How Do I Use It?' (0.68),b'Why I Linked Out on LinkedIn' (0.68),b'LinkedIn: The Professional Playground For Professional Connections' (0.67),b'When and How to Use Autoresponders' (0.66),b'How to Use Evernote to Help You Keep Your Blog Active' (0.65),b'10 Assets for Using Tech to Keep Your Team on Track' (0.64)
59,Small Business Loan Approval Drops to 18.8 Percent at Big Banks,"b'Small Business Loans Up at Big Banks, Down at Small Ones' (0.98)",b'Small Business Loans Hit Record High for Third Consecutive Month' (0.97),b'Loan Approvals Rising at Small Banks and Alternative Lenders' (0.95),b'Small Banks Continue to Grab Share In Small Biz Loan Market' (0.89),b'As Presidential Race Tightens Small Business Plays Big Role' (0.86),b'Peer-to-Peer Lending Club Fine-Tunes Small Business Loan Program' (0.79),b'Why Small Businesses Have Trouble Getting Credit' (0.71),b'Study Finds Small Business Loans Key to Startup Success' (0.68),b'10 Questions to Ask Before Applying for a Bank Loan' (0.67),"b'Demonetisation: RBI relaxes loan repayment norms for banks, NBFCs' (0.64)"
60,Cardamom futures remain up on rising demand,"b'Copper futures rise on global cues, spot demand' (0.99)",b'Gold futures slide on weak global cues' (0.99),b'Crude oil futures fall on weak Asian cues' (0.98),b'Rupee down against dollar' (0.91),b'Oil prices fall on oversupply concerns despite output cuts' (0.89),b'Chinese yuan strengthens' (0.88),b'Sun TV Q1 net profit climbs 19% to Rs 233.1 crore' (0.79),"b""Here's a super-quick guide to what traders are talking about right now"" (0.76)","b'India orders four maritime spy planes from Boeing, bolsters navy' (0.72)","b'Health, tech stocks power S&P, Nasdaq to record highs' (0.67)"
61,Are You Operating Your Business in Multiple States? What You Need to Know,b'Do You Need to Notify the State of Changes to Your Business?' (0.84),b'10 Things You Need To Do After Forming An LLC' (0.80),"b""STOCKS GO NOWHERE: Here's what you need to know"" (0.76)","b""STOCKS FALL: Here's what you need to know"" (0.76)","b""STOCKS RISE: Here's what you need to know"" (0.75)","b""STOCKS RALLY: Here's what you need to know"" (0.73)",b'100 movies on Netflix that everyone needs to watch in their lifetime' (0.72),b'The 10 things in advertising you need to know today' (0.70),b'10 things you need to know before the opening bell' (0.69),b'Five Things You Need to Know to Start Your Day' (0.68)
62,Getting Comfortable With Self-Promotion,b'The 5 Types of Influencers On The Web' (0.80),b'How To Get Everything You Promised Done' (0.79),b'How to Promote Offline Events On The Web' (0.78),b'Birth to re-birth: The man who made Savita Bhabhi' (0.74),b'The Art of Pricing' (0.70),b'How to Handle a Public Relations Crisis' (0.68),b'Why We Are Afraid to Talk Pricing' (0.66),b'Are You Being Too Nice for Your Own Good?' (0.64),b'What is a Hashtag? And What Do You Do With Hashtags?' (0.60),b'6 Tactics To Drive Traffic To Your Tradeshow Booth' (0.59)
63,Ten Approaches That May Shape the Future of eCommerce,b'Multi-Screen Ecommerce Strategy: Beyond the Single Shopping Screen' (0.76),b'Brennan Loh of Shopify: The Future of Ecommerce is in Customer Engagement' (0.75),b'6 eCommerce Customer Service Benchmarks for Your Business' (0.56),b'Do Your Customers Look Forward to Seeing You?' (0.51),b'45 million email subs cant be wrong: How RetailMeNot drives LTV through acquisition and engagement (VBLive)' (0.50),b'What is a Database?' (0.48),b'Purchase by Commenting on Instagram with Spreesy' (0.48),b'How To Keep Customers Loyal With Coupons' (0.48),b'What Are Net Promoter Scores?' (0.48),b'Success Secrets of a 6-Year Old Ecommerce Business' (0.47)
64,When and How to Use Autoresponders,b'What is Periscope and How Do I Use It?' (0.97),b'How to Use Criminal Background Checks and Not Get Sued' (0.95),b'What Not to Do When Using Internet on the Go' (0.91),b'Infosys is using an algorithm to identify its next top-level leaders' (0.91),"b'Bill Gates, Warren Buffett And Oprah All Use The 5-Hour Rule' (0.89)",b'4 Practical SMB Uses For FourSquare' (0.88),b'Spotlight: Helena Tubridy Uses Hypnotherapy to Treat Infertility' (0.88),b'10 Assets for Using Tech to Keep Your Team on Track' (0.86),b'What is Canva and How Do I Use It For My Business?' (0.86),b'Expand Your Pinterest Strategy Beyond Images Using Dashboards' (0.86)
65,The 5 best new songs you can stream right now,b'Lodha says it sold Rs 150-160 cr new property in last 10 days' (0.64),b'New Amazon Kindles Will Be More Like Tablets' (0.62),b'New Asus Android Tablet Will Retail for Under $150' (0.62),b'New LG Smartphone Added to the G3 Line Has a Stylus Pen' (0.58),b'Amazon Introduces New Kindle Fire Tablets' (0.57),"b'New Line Cinema: Director, Interactive Marketing, LA' (0.57)",b'RANKED: The 20 best Nintendo 64 games of all time' (0.57),"b""Here's A Brand New Thing You Didn't Know About 'Friends'"" (0.55)",b'New Tax Penalty Targets Health Reimbursement Accounts' (0.55),b'New Business Trend: Pricey Play Date Consultants' (0.54)
